CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
19,1117,"	07",40027,1,1,"	05","	049","	00124",4,1,,27,8,2017,,,,,,"	01",2032,
19,1117,"	07",40027,1,1,"	04","	049","	00124",4,2,22,25,12,1994,4,3,,1,,"	01",2032,8128
19,1117,"	07",40027,1,1,"	03","	049","	00124",3,1,26,13,9,1991,4,3,,,,"	01",2032,
19,1117,"	07",40027,1,1,"	02","	049","	00124",2,2,57,9,4,1960,7,4,3,,,"	01",2032,
19,1117,"	07",40027,1,1,"	01","	049","	00124",1,1,64,28,3,1953,2,6,,,,"	01",2032,
19,1117,"	07",40027,3,1,"	03","	049","	00124",3,1,10,14,6,2007,2,4,,,,"	01",2032,
19,1117,"	07",40027,2,1,"	02","	049","	00124",2,2,69,21,5,1948,2,6,,1,,"	01",2032,4064
19,1117,"	07",40027,3,1,"	01","	049","	00124",1,2,44,23,10,1973,3,3,,1,,"	01",2032,4064
19,1117,"	07",40029,4,1,"	02","	051","	00125",2,2,47,21,6,1970,9,2,4,,,"	01",2322,
19,1117,"	07",40029,1,1,"	01","	051","	00125",1,1,36,7,11,1981,3,3,,,,"	01",2322,
19,1117,"	07",40029,5,1,"	03","	051","	00125",3,2,47,4,12,1969,7,4,3,,,"	01",2322,
19,1117,"	07",40029,5,1,"	04","	051","	00125",3,1,45,7,11,1972,9,2,4,1,,"	01",2322,9288
19,1117,"	07",40029,5,1,"	05","	051","	00125",4,2,1,9,3,2016,,,,,,"	01",2322,
19,1117,"	07",40029,5,1,"	01","	051","	00125",1,1,69,15,3,1948,3,3,,,,"	01",2322,
19,1117,"	07",40029,5,1,"	02","	051","	00125",2,2,64,17,2,1953,3,2,,,,"	01",2322,
19,1117,"	07",40029,4,1,"	01","	051","	00125",1,1,51,26,7,1966,7,4,3,1,,"	01",2322,4644
19,1117,"	07",40029,2,1,"	04","	051","	00125",3,2,21,6,1,1996,7,4,3,,,"	01",2322,
19,1117,"	07",40029,2,1,"	03","	051","	00125",3,1,27,1,1,1990,7,5,3,1,,"	01",2322,9288
19,1117,"	07",40029,2,1,"	02","	051","	00125",2,2,61,1,5,1956,6,3,2,,,"	01",2322,
19,1117,"	07",40029,2,1,"	01","	051","	00125",1,1,63,5,3,1954,4,2,,,,"	01",2322,
19,1117,"	07",40029,3,1,"	03","	051","	00125",3,1,13,2,7,2004,3,1,,,,"	01",2322,
19,1117,"	07",40029,3,1,"	02","	051","	00125",3,1,15,18,10,2002,3,2,,,,"	01",2322,
19,1117,"	07",40029,3,1,"	01","	051","	00125",1,2,38,22,12,1978,10,3,5,1,,"	01",2322,2322
19,1117,"	07",40029,1,1,"	05","	051","	00125",3,2,5,17,2,2012,1,2,,,,"	01",2322,
19,1117,"	07",40029,1,1,"	04","	051","	00125",3,1,12,28,5,2005,2,6,,,,"	01",2322,
19,1117,"	07",40029,1,1,"	03","	051","	00125",4,1,38,17,2,1979,7,6,3,1,,"	01",2322,6966
19,1117,"	07",40029,1,1,"	02","	051","	00125",2,2,35,21,2,1982,7,3,3,,,"	01",2322,
19,1117,"	07",40029,4,1,"	03","	051","	00125",3,1,15,16,5,2002,3,3,,,,"	01",2322,
19,1117,"	07",40081,5,1,"	02","	049","	00126",3,2,29,12,3,1988,7,4,3,,,"	01",2381,
19,1117,"	07",40081,1,1,"	01","	049","	00126",1,1,46,25,5,1971,2,6,,,,"	01",2381,
19,1117,"	07",40081,2,1,"	02","	049","	00126",2,2,29,4,4,1988,9,2,4,1,,"	01",2381,4762
19,1117,"	07",40081,2,1,"	01","	049","	00126",1,1,31,21,9,1986,7,5,3,,,"	01",2381,
19,1117,"	07",40081,4,1,"	02","	049","	00126",4,1,19,11,7,1998,4,3,,,,"	01",2381,
19,1117,"	07",40081,4,1,"	01","	049","	00126",1,2,22,15,6,1995,7,3,3,1,,"	01",2381,4762
19,1117,"	07",40081,3,1,"	05","	049","	00126",4,1,21,15,3,1996,7,1,3,1,,"	01",2381,7143
19,1117,"	07",40081,3,1,"	04","	049","	00126",3,2,15,20,9,2002,3,3,,,,"	01",2381,
19,1117,"	07",40081,3,1,"	03","	049","	00126",3,2,17,20,8,2000,4,2,,,,"	01",2381,
19,1117,"	07",40081,3,1,"	02","	049","	00126",2,1,42,3,1,1975,7,5,3,,,"	01",2381,
19,1117,"	07",40081,3,1,"	01","	049","	00126",1,2,36,19,9,1981,4,3,,,,"	01",2381,
19,1117,"	07",40081,5,1,"	05","	049","	00126",4,2,18,15,9,1999,4,2,,1,,"	01",2381,9524
19,1117,"	07",40081,5,1,"	04","	049","	00126",4,2,3,11,6,2014,,,,,,"	01",2381,
19,1117,"	07",40081,5,1,"	03","	049","	00126",4,1,29,27,2,1988,7,3,3,,,"	01",2381,
19,1117,"	07",40081,1,1,"	06","	049","	00126",3,2,15,31,10,2002,2,6,,,,"	01",2381,
19,1117,"	07",40081,1,1,"	05","	049","	00126",3,1,19,8,5,1998,2,6,,1,,"	01",2381,11905
19,1117,"	07",40081,1,1,"	04","	049","	00126",3,1,24,28,9,1993,3,3,,,,"	01",2381,
19,1117,"	07",40081,1,1,"	03","	049","	00126",3,1,25,10,3,1992,3,3,,,,"	01",2381,
19,1117,"	07",40081,1,1,"	02","	049","	00126",2,2,43,1,1,1974,2,6,,,,"	01",2381,
19,1117,"	07",40081,5,1,"	01","	049","	00126",1,1,49,14,12,1967,3,3,,,,"	01",2381,
19,1117,"	07",40086,5,1,"	01","	049","	00127",1,1,37,17,2,1980,3,3,,,,"	01",1936,
19,1117,"	07",40086,1,1,"	02","	049","	00127",3,2,2,24,6,2015,,,,,,"	01",1936,
19,1117,"	07",40086,1,1,"	01","	049","	00127",1,2,27,28,10,1990,7,4,3,1,,"	01",1936,1936
19,1117,"	07",40086,2,1,"	04","	049","	00127",3,1,1,15,12,2015,,,,,,"	01",1936,
19,1117,"	07",40086,2,1,"	03","	049","	00127",3,2,8,25,10,2009,2,2,,,,"	01",1936,
19,1117,"	07",40086,2,1,"	02","	049","	00127",2,2,31,13,12,1985,4,3,,,,"	01",1936,
19,1117,"	07",40086,2,1,"	01","	049","	00127",1,1,32,30,6,1985,4,3,,1,,"	01",1936,3872
19,1117,"	07",40086,5,1,"	04","	049","	00127",3,2,9,21,11,2008,2,4,,,,"	01",1936,
19,1117,"	07",40086,5,1,"	03","	049","	00127",3,1,13,4,6,2004,3,1,,,,"	01",1936,
19,1117,"	07",40086,4,1,"	05","	049","	00127",4,2,3,24,9,2014,,,,,,"	01",1936,
19,1117,"	07",40086,4,1,"	04","	049","	00127",3,2,29,23,9,1988,7,4,3,,,"	01",1936,
19,1117,"	07",40086,4,1,"	03","	049","	00127",3,1,25,22,9,1992,7,2,3,1,,"	01",1936,7744
19,1117,"	07",40086,4,1,"	02","	049","	00127",3,2,27,29,5,1990,7,6,3,,,"	01",1936,
19,1117,"	07",40086,4,1,"	01","	049","	00127",1,2,63,2,2,1954,7,4,3,,,"	01",1936,
19,1117,"	07",40086,3,1,"	06","	049","	00127",3,2,14,24,3,2003,3,2,,,,"	01",1936,
19,1117,"	07",40086,3,1,"	05","	049","	00127",3,2,16,20,10,2001,3,3,,,,"	01",1936,
19,1117,"	07",40086,3,1,"	04","	049","	00127",3,2,21,20,5,1996,7,1,3,1,,"	01",1936,7744
19,1117,"	07",40086,3,1,"	03","	049","	00127",4,2,87,29,1,1930,2,3,,,,"	01",1936,
19,1117,"	07",40086,3,1,"	02","	049","	00127",2,2,50,10,7,1967,3,3,,,,"	01",1936,
19,1117,"	07",40086,5,1,"	02","	049","	00127",2,2,44,20,5,1973,7,4,3,1,,"	01",1936,3872
19,1117,"	07",40086,3,1,"	01","	049","	00127",1,1,60,19,4,1957,3,3,,,,"	01",1936,
19,1117,"	07",40092,1,1,"	03","	050","	00128",3,1,28,30,6,1989,7,5,3,,,"	01",2510,
19,1117,"	07",40092,3,1,"	03","	050","	00128",3,1,26,21,2,1991,4,3,,1,,"	01",2510,7530
19,1117,"	07",40092,5,1,"	01","	050","	00128",1,2,21,6,3,1996,7,2,3,1,,"	01",2510,5020
19,1117,"	07",40092,5,1,"	02","	050","	00128",2,1,27,6,5,1990,4,3,,,,"	01",2510,
19,1117,"	07",40092,2,1,"	01","	050","	00128",1,2,67,19,2,1950,3,3,,1,,"	01",2510,7530
19,1117,"	07",40092,2,1,"	02","	050","	00128",3,2,32,1,4,1985,3,3,,,,"	01",2510,
19,1117,"	07",40092,2,1,"	03","	050","	00128",4,1,33,23,4,1984,3,3,,,,"	01",2510,
19,1117,"	07",40092,2,1,"	04","	050","	00128",3,2,16,3,9,2001,4,1,,,,"	01",2510,
19,1117,"	07",40092,2,1,"	05","	050","	00128",4,1,13,30,7,2004,3,1,,,,"	01",2510,
19,1117,"	07",40092,2,1,"	06","	050","	00128",4,1,6,17,12,2010,2,1,,,,"	01",2510,
19,1117,"	07",40092,1,1,"	01","	050","	00128",1,2,51,4,12,1965,4,2,,,,"	01",2510,
19,1117,"	07",40092,1,1,"	02","	050","	00128",3,1,31,14,3,1986,7,5,3,,,"	01",2510,
19,1117,"	07",40092,4,1,"	01","	050","	00128",1,1,57,29,12,1959,7,5,3,,,"	01",2510,
19,1117,"	07",40092,4,1,"	02","	050","	00128",2,2,44,15,5,1973,4,3,,,1,"	01",2510,
19,1117,"	07",40092,4,1,"	03","	050","	00128",3,1,23,19,11,1993,7,4,3,1,,"	01",2510,7530
19,1117,"	07",40092,3,1,"	01","	050","	00128",1,2,55,30,6,1962,2,2,,,,"	01",2510,
19,1117,"	07",40092,3,1,"	02","	050","	00128",2,1,62,15,8,1955,2,2,,,,"	01",2510,
19,1117,"	07",40092,1,1,"	04","	050","	00128",3,1,20,18,7,1997,6,1,3,1,,"	01",2510,10040
19,1117,"	07",40095,1,1,"	01","	049","	00129",1,1,45,1,3,1972,3,3,,1,,"	01",2269,4538
19,1117,"	07",40095,1,1,"	02","	049","	00129",2,2,40,5,3,1977,7,5,3,,,"	01",2269,
19,1117,"	07",40095,1,1,"	03","	049","	00129",3,1,8,8,5,2009,2,2,,,,"	01",2269,
19,1117,"	07",40095,1,1,"	04","	049","	00129",3,2,5,10,10,2012,1,2,,,,"	01",2269,
19,1117,"	07",40095,1,1,"	05","	049","	00129",3,2,3,13,10,2014,,,,,,"	01",2269,
19,1117,"	07",40095,2,1,"	01","	049","	00129",1,2,46,16,8,1971,6,2,2,1,,"	01",2269,2269
19,1117,"	07",40095,4,1,"	01","	049","	00129",1,1,38,29,12,1978,7,5,3,,,"	01",2269,
19,1117,"	07",40095,4,1,"	02","	049","	00129",2,2,44,1,3,1973,2,6,,1,,"	01",2269,4538
19,1117,"	07",40095,4,1,"	03","	049","	00129",3,1,17,19,10,2000,4,1,,,,"	01",2269,
19,1117,"	07",40095,4,1,"	04","	049","	00129",3,1,13,20,12,2003,3,2,,,,"	01",2269,
19,1117,"	07",40095,3,1,"	01","	049","	00129",1,2,55,30,10,1962,3,3,,,,"	01",2269,
19,1117,"	07",40095,3,1,"	02","	049","	00129",2,1,63,10,5,1954,7,4,3,,,"	01",2269,
19,1117,"	07",40095,3,1,"	03","	049","	00129",3,1,28,11,7,1989,7,5,3,,,"	01",2269,
19,1117,"	07",40095,3,1,"	04","	049","	00129",4,2,25,27,1,1992,3,3,,,,"	01",2269,
19,1117,"	07",40095,3,1,"	05","	049","	00129",3,1,30,29,8,1987,7,5,3,1,,"	01",2269,11345
19,1117,"	07",40095,3,1,"	06","	049","	00129",4,1,7,2,9,2010,2,1,,,,"	01",2269,
19,1117,"	07",40095,3,1,"	07","	049","	00129",4,2,6,17,10,2011,1,3,,,,"	01",2269,
19,1117,"	07",40095,3,1,"	08","	049","	00129",4,1,3,24,7,2014,,,,,,"	01",2269,
19,1117,"	07",40095,3,1,"	09","	049","	00129",4,1,,17,3,2017,,,,,,"	01",2269,
19,1117,"	07",40120,2,1,"	01","	050","	00130",1,1,29,24,7,1988,4,3,,1,,"	01",1508,3016
19,1117,"	07",40120,3,1,"	04","	050","	00130",7,1,30,15,6,1987,7,3,3,,,"	01",1508,
19,1117,"	07",40120,2,1,"	03","	050","	00130",3,1,10,1,8,2007,2,4,,,,"	01",1508,
19,1117,"	07",40120,2,1,"	04","	050","	00130",3,1,2,17,12,2014,,,,,,"	01",1508,
19,1117,"	07",40120,4,1,"	01","	050","	00130",1,1,64,11,3,1953,7,5,3,1,,"	01",1508,3016
19,1117,"	07",40120,4,1,"	02","	050","	00130",2,2,65,18,9,1952,6,3,2,,,"	01",1508,
19,1117,"	07",40120,2,1,"	02","	050","	00130",2,2,31,9,9,1986,7,5,3,,,"	01",1508,
19,1117,"	07",40120,3,1,"	03","	050","	00130",7,2,23,13,4,1994,7,3,3,,,"	01",1508,
19,1117,"	07",40120,3,1,"	02","	050","	00130",7,1,23,16,7,1994,7,3,3,,,"	01",1508,
19,1117,"	07",40120,3,1,"	01","	050","	00130",1,1,23,29,1,1994,7,3,3,1,,"	01",1508,6032
19,1117,"	07",40120,1,1,"	01","	050","	00130",1,1,64,28,1,1953,2,6,,1,,"	01",1508,1508
19,1117,"	07",40126,5,1,"	04","	049","	00131",3,1,44,16,6,1973,3,3,,,,"	01",1889,
19,1117,"	07",40126,3,1,"	03","	049","	00131",4,2,37,4,12,1979,2,6,,,,"	01",1889,
19,1117,"	07",40126,1,1,"	01","	049","	00131",1,1,69,1,11,1948,2,6,,,,"	01",1889,
19,1117,"	07",40126,1,1,"	02","	049","	00131",2,2,66,12,1,1951,2,4,,1,,"	01",1889,3778
19,1117,"	07",40126,5,1,"	03","	049","	00131",4,1,45,1,7,1972,4,3,,1,,"	01",1889,9445
19,1117,"	07",40126,5,1,"	02","	049","	00131",3,2,42,20,10,1975,3,3,,,,"	01",1889,
19,1117,"	07",40126,5,1,"	01","	049","	00131",1,2,73,30,7,1944,,,,,,"	01",1889,
19,1117,"	07",40126,4,1,"	07","	049","	00131",4,1,2,21,10,2015,,,,,,"	01",1889,
19,1117,"	07",40126,4,1,"	06","	049","	00131",4,1,4,7,7,2013,,,,,,"	01",1889,
19,1117,"	07",40126,4,1,"	05","	049","	00131",4,1,34,13,6,1983,7,4,3,,,"	01",1889,
19,1117,"	07",40126,4,1,"	04","	049","	00131",3,1,20,2,1,1997,4,3,,1,,"	01",1889,9445
19,1117,"	07",40126,4,1,"	03","	049","	00131",3,2,20,16,6,1997,7,4,3,,,"	01",1889,
19,1117,"	07",40126,4,1,"	02","	049","	00131",2,2,51,1,9,1966,3,3,,,,"	01",1889,
19,1117,"	07",40126,4,1,"	01","	049","	00131",1,1,52,16,6,1965,3,3,,,,"	01",1889,
19,1117,"	07",40126,3,1,"	06","	049","	00131",4,1,6,24,2,2011,1,3,,,,"	01",1889,
19,1117,"	07",40126,3,1,"	05","	049","	00131",3,1,6,18,11,2010,2,1,,,,"	01",1889,
19,1117,"	07",40126,3,1,"	04","	049","	00131",3,2,13,18,7,2004,3,1,,,,"	01",1889,
19,1117,"	07",40126,5,1,"	05","	049","	00131",4,2,6,31,12,2010,2,1,,,,"	01",1889,
19,1117,"	07",40126,3,1,"	01","	049","	00131",1,1,52,19,4,1965,3,3,,,,"	01",1889,
19,1117,"	07",40126,2,1,"	01","	049","	00131",1,2,54,5,7,1963,6,3,2,1,,"	01",1889,1889
19,1117,"	07",40126,3,1,"	02","	049","	00131",2,2,38,5,4,1979,2,6,,1,,"	01",1889,5667
19,1117,"	07",40126,5,1,"	06","	049","	00131",3,1,45,8,12,1971,,,,,,"	01",1889,
19,1117,"	07",40129,5,1,"	03","	049","	00132",3,1,16,30,10,2001,3,3,,,,"	01",1956,
19,1117,"	07",40129,5,1,"	02","	049","	00132",2,2,46,25,8,1971,4,3,,1,,"	01",1956,3912
19,1117,"	07",40129,5,1,"	01","	049","	00132",1,1,54,8,8,1963,6,2,1,,,"	01",1956,
19,1117,"	07",40129,4,1,"	02","	049","	00132",3,2,26,10,2,1991,7,7,3,,,"	01",1956,
19,1117,"	07",40129,4,1,"	01","	049","	00132",1,2,61,14,2,1956,4,1,,1,,"	01",1956,3912
19,1117,"	07",40129,3,1,"	04","	049","	00132",3,1,3,25,12,2013,,,,,,"	01",1956,
19,1117,"	07",40129,3,1,"	03","	049","	00132",3,2,4,18,11,2012,,,,,,"	01",1956,
19,1117,"	07",40129,3,1,"	02","	049","	00132",2,2,24,22,8,1993,3,3,,1,,"	01",1956,3912
19,1117,"	07",40129,3,1,"	01","	049","	00132",1,1,26,22,8,1991,3,2,,,,"	01",1956,
19,1117,"	07",40129,2,1,"	05","	049","	00132",3,1,12,1,4,2005,2,6,,,,"	01",1956,
19,1117,"	07",40129,2,1,"	04","	049","	00132",3,2,16,9,1,2001,4,1,,,,"	01",1956,
19,1117,"	07",40129,2,1,"	03","	049","	00132",3,2,22,22,1,1995,7,2,3,,,"	01",1956,
19,1117,"	07",40129,2,1,"	02","	049","	00132",2,2,44,22,12,1972,7,4,3,,,"	01",1956,
19,1117,"	07",40129,2,1,"	01","	049","	00132",1,1,46,29,5,1971,7,4,3,1,,"	01",1956,5868
19,1117,"	07",40129,1,1,"	04","	049","	00132",3,1,7,31,10,2010,2,1,,,,"	01",1956,
19,1117,"	07",40129,1,1,"	03","	049","	00132",4,2,77,24,2,1940,2,3,,,,"	01",1956,
19,1117,"	07",40129,1,1,"	01","	049","	00132",1,1,47,3,10,1970,4,3,,1,,"	01",1956,5868
19,1117,"	07",40129,1,1,"	02","	049","	00132",2,2,43,18,6,1974,4,3,,,,"	01",1956,
19,1117,"	07",40154,2,1,"	01","	049","	00133",1,2,22,13,1,1995,3,3,,,,"	01",2597,
19,1117,"	07",40154,1,1,"	04","	049","	00133",3,2,9,9,2,2008,2,3,,,,"	01",2597,
19,1117,"	07",40154,2,1,"	03","	049","	00133",3,2,4,6,1,2013,,,,,,"	01",2597,
19,1117,"	07",40154,2,1,"	04","	049","	00133",3,2,2,13,7,2015,,,,,,"	01",2597,
19,1117,"	07",40154,5,1,"	01","	049","	00133",1,1,38,19,10,1979,3,3,,,,"	01",2597,
19,1117,"	07",40154,5,1,"	02","	049","	00133",2,2,37,8,4,1980,3,3,,1,,"	01",2597,5194
19,1117,"	07",40154,5,1,"	03","	049","	00133",3,2,17,6,2,2000,3,3,,,,"	01",2597,
19,1117,"	07",40154,5,1,"	04","	049","	00133",3,2,11,20,8,2006,3,3,,,,"	01",2597,
19,1117,"	07",40154,3,1,"	01","	049","	00133",1,1,40,24,7,1977,7,5,3,1,,"	01",2597,5194
19,1117,"	07",40154,3,1,"	02","	049","	00133",2,2,38,12,10,1979,7,5,3,,,"	01",2597,
19,1117,"	07",40154,3,1,"	03","	049","	00133",3,1,9,2,12,2007,2,4,,,,"	01",2597,
19,1117,"	07",40154,4,1,"	01","	049","	00133",1,2,39,19,9,1978,3,3,,,,"	01",2597,
19,1117,"	07",40154,4,1,"	02","	049","	00133",4,1,25,16,8,1992,7,5,3,1,,"	01",2597,5194
19,1117,"	07",40154,1,1,"	01","	049","	00133",1,1,44,14,7,1973,3,3,,,,"	01",2597,
19,1117,"	07",40154,1,1,"	02","	049","	00133",2,2,28,24,6,1989,2,6,,1,,"	01",2597,5194
19,1117,"	07",40154,1,1,"	03","	049","	00133",3,2,15,5,10,2002,3,3,,,,"	01",2597,
19,1117,"	07",40154,2,1,"	02","	049","	00133",2,1,22,16,4,1995,3,3,,1,,"	01",2597,5194
19,1117,"	07",40188,4,1,"	01","	049","	00134",1,2,77,3,7,1940,,,,,,"	01",1859,
19,1117,"	07",40188,4,1,"	02","	049","	00134",3,2,25,15,5,1992,4,3,,,,"	01",1859,
19,1117,"	07",40188,4,1,"	03","	049","	00134",4,2,18,22,11,1999,4,3,,1,,"	01",1859,5577
19,1117,"	07",40188,4,1,"	04","	049","	00134",4,2,1,19,3,2016,,,,,,"	01",1859,
19,1117,"	07",40188,5,1,"	01","	049","	00134",1,2,81,22,11,1936,,,,,,"	01",1859,
19,1117,"	07",40188,5,1,"	02","	049","	00134",3,2,30,7,11,1987,3,3,,1,,"	01",1859,5577
19,1117,"	07",40188,5,1,"	03","	049","	00134",4,1,35,15,6,1982,3,3,,,,"	01",1859,
19,1117,"	07",40188,5,1,"	04","	049","	00134",4,2,14,7,12,2002,3,3,,,,"	01",1859,
19,1117,"	07",40188,3,1,"	01","	049","	00134",1,1,33,20,10,1984,7,4,3,1,,"	01",1859,3718
19,1117,"	07",40188,3,1,"	02","	049","	00134",2,2,31,6,8,1986,4,3,,,,"	01",1859,
19,1117,"	07",40188,3,1,"	03","	049","	00134",3,1,6,31,12,2010,2,1,,,,"	01",1859,
19,1117,"	07",40188,3,1,"	04","	049","	00134",3,1,4,30,12,2012,,,,,,"	01",1859,
19,1117,"	07",40188,1,1,"	01","	049","	00134",1,1,45,23,9,1972,2,6,,,,"	01",1859,
19,1117,"	07",40188,1,1,"	02","	049","	00134",2,2,53,15,10,1964,3,3,,1,,"	01",1859,7436
19,1117,"	07",40188,1,1,"	03","	049","	00134",3,1,22,17,5,1995,2,6,,,,"	01",1859,
19,1117,"	07",40188,1,1,"	04","	049","	00134",3,2,18,30,9,1999,4,3,,,,"	01",1859,
19,1117,"	07",40188,1,1,"	05","	049","	00134",3,2,15,25,9,2002,3,3,,,,"	01",1859,
19,1117,"	07",40188,2,1,"	01","	049","	00134",1,2,33,23,4,1984,3,3,,1,,"	01",1859,1859
19,1117,"	07",40188,2,1,"	02","	049","	00134",3,2,11,21,6,2006,2,5,,,,"	01",1859,
19,1117,"	07",40188,2,1,"	03","	049","	00134",3,1,9,2,12,2007,2,4,,,,"	01",1859,
19,1117,"	07",40188,2,1,"	04","	049","	00134",3,1,7,2,11,2010,2,2,,,,"	01",1859,
19,1117,"	07",40210,1,1,"	01","	050","	00135",1,2,65,23,3,1952,2,3,,,,"	01",1961,
19,1117,"	07",40210,2,1,"	03","	050","	00135",3,2,22,8,9,1995,7,3,3,,,"	01",1961,
19,1117,"	07",40210,2,1,"	02","	050","	00135",2,2,46,2,4,1971,3,3,,,,"	01",1961,
19,1117,"	07",40210,2,1,"	01","	050","	00135",1,1,55,5,4,1962,6,2,2,1,,"	01",1961,5883
19,1117,"	07",40210,3,1,"	03","	050","	00135",3,1,19,26,3,1998,7,2,3,,,"	01",1961,
19,1117,"	07",40210,5,1,"	02","	050","	00135",4,2,84,10,9,1933,2,2,,,,"	01",1961,
19,1117,"	07",40210,3,1,"	02","	050","	00135",2,2,36,20,5,1981,4,3,,1,,"	01",1961,5883
19,1117,"	07",40210,3,1,"	01","	050","	00135",1,1,41,21,12,1975,4,3,,,1,"	01",1961,
19,1117,"	07",40210,1,1,"	02","	050","	00135",3,1,49,2,3,1968,6,3,2,1,,"	01",1961,3922
19,1117,"	07",40210,5,1,"	01","	050","	00135",1,2,55,15,8,1962,3,3,,1,,"	01",1961,3922
19,1117,"	07",40210,3,1,"	04","	050","	00135",3,2,16,15,8,2001,4,1,,,,"	01",1961,
19,1117,"	07",40215,2,1,"	02","	049","	00136",3,1,57,4,3,1960,2,5,,,,"	01",1707,
19,1117,"	07",40215,2,1,"	01","	049","	00136",1,2,88,4,8,1929,,,,1,,"	01",1707,3414
19,1117,"	07",40215,3,1,"	04","	049","	00136",3,2,6,23,9,2011,1,3,,,,"	01",1707,
19,1117,"	07",40215,3,1,"	03","	049","	00136",3,1,18,24,4,1999,4,2,,,,"	01",1707,
19,1117,"	07",40215,4,1,"	03","	049","	00136",3,2,5,8,10,2012,1,2,,,,"	01",1707,
19,1117,"	07",40215,3,1,"	01","	049","	00136",1,1,53,25,1,1964,6,3,2,,,"	01",1707,
19,1117,"	07",40215,3,1,"	02","	049","	00136",2,2,37,15,1,1980,3,3,,1,,"	01",1707,5121
19,1117,"	07",40215,4,1,"	02","	049","	00136",2,1,24,23,12,1992,3,3,,1,,"	01",1707,3414
19,1117,"	07",40215,4,1,"	01","	049","	00136",1,2,25,1,10,1992,4,3,,,,"	01",1707,
19,1117,"	07",40215,1,1,"	03","	049","	00136",4,2,23,19,9,1994,4,3,,,,"	01",1707,
19,1117,"	07",40215,1,1,"	02","	049","	00136",4,2,15,1,12,2001,4,1,,,,"	01",1707,
19,1117,"	07",40215,1,1,"	01","	049","	00136",1,1,21,25,5,1996,4,2,,1,,"	01",1707,3414
19,1117,"	07",40215,5,1,"	04","	049","	00136",3,2,,24,5,2017,,,,,,"	01",1707,
19,1117,"	07",40215,5,1,"	03","	049","	00136",3,1,2,10,7,2015,,,,,,"	01",1707,
19,1117,"	07",40215,5,1,"	02","	049","	00136",2,2,26,23,5,1991,4,3,,1,,"	01",1707,3414
19,1117,"	07",40215,5,1,"	01","	049","	00136",1,1,30,18,10,1987,4,3,,,,"	01",1707,
19,1117,"	07",40293,4,1,"	03","	049","	00137",4,2,18,22,3,1999,4,3,,,,"	01",1931,
19,1117,"	07",40293,4,1,"	04","	049","	00137",3,1,10,31,5,2007,2,4,,,,"	01",1931,
19,1117,"	07",40293,5,1,"	03","	049","	00137",4,1,16,23,5,2001,4,1,,,,"	01",1931,
19,1117,"	07",40293,5,1,"	02","	049","	00137",3,2,40,19,1,1977,4,3,,1,,"	01",1931,3862
19,1117,"	07",40293,4,1,"	02","	049","	00137",2,2,42,24,12,1974,7,4,3,1,,"	01",1931,5793
19,1117,"	07",40293,4,1,"	01","	049","	00137",1,1,62,16,8,1955,7,4,3,,,"	01",1931,
19,1117,"	07",40293,5,1,"	04","	049","	00137",4,1,3,2,10,2014,,,,,,"	01",1931,
19,1117,"	07",40293,3,1,"	04","	049","	00137",3,1,27,2,3,1990,4,3,,,,"	01",1931,
19,1117,"	07",40293,3,1,"	03","	049","	00137",3,1,36,28,7,1981,7,4,3,,,"	01",1931,
19,1117,"	07",40293,3,1,"	02","	049","	00137",2,2,59,29,3,1958,,,,1,,"	01",1931,7724
19,1117,"	07",40293,3,1,"	01","	049","	00137",1,1,63,10,5,1954,,,,,,"	01",1931,
19,1117,"	07",40293,4,1,"	05","	049","	00137",3,1,12,1,4,2005,2,6,,,,"	01",1931,
19,1117,"	07",40293,5,1,"	01","	049","	00137",1,2,68,7,10,1949,2,6,,,,"	01",1931,
19,1117,"	07",40293,2,1,"	01","	049","	00137",1,2,85,21,11,1932,2,2,,1,,"	01",1931,1931
19,1117,"	07",40347,5,1,"	01","	049","	00138",1,1,70,22,5,1947,,,,,,"	01",2224,
19,1117,"	07",40347,5,1,"	02","	049","	00138",2,2,48,20,5,1969,,,,1,,"	01",2224,4448
19,1117,"	07",40347,3,1,"	01","	049","	00138",1,2,65,16,7,1952,,,,1,,"	01",2224,6672
19,1117,"	07",40347,3,1,"	02","	049","	00138",3,2,38,8,10,1979,3,3,,,,"	01",2224,
19,1117,"	07",40347,3,1,"	03","	049","	00138",3,1,28,17,11,1988,3,3,,,,"	01",2224,
19,1117,"	07",40347,1,1,"	01","	049","	00138",1,1,79,15,12,1937,2,4,,1,,"	01",2224,2224
19,1117,"	07",40347,4,1,"	04","	049","	00138",3,1,,14,8,2017,,,,,,"	01",2224,
19,1117,"	07",40347,2,1,"	02","	049","	00138",4,2,24,18,8,1993,2,6,,1,,"	01",2224,4448
19,1117,"	07",40347,2,1,"	03","	049","	00138",4,1,7,24,7,2010,1,3,,,,"	01",2224,
19,1117,"	07",40347,4,1,"	01","	049","	00138",1,1,31,16,5,1986,3,3,,1,,"	01",2224,4448
19,1117,"	07",40347,4,1,"	02","	049","	00138",2,2,27,16,9,1990,4,3,,,,"	01",2224,
19,1117,"	07",40347,4,1,"	03","	049","	00138",3,2,5,14,4,2012,1,2,,,,"	01",2224,
