CD_A,PER,ENT,CON,V_SEL,N_HOG,AGEB,UPM,PRO_VIV,R_PRE,FCH_PRE,R_DEF,FCH_DEF,P1,P2,P3,P4,R_INF,R_ELE,FAC
"	01",1117,15,40239,1,1,"	073-4",1500533,"	0093","	01",25/11/2017,"	01",26/11/2017,3,1,,,"	01","	02",73664
"	01",1117,15,40239,2,1,"	073-4",1500533,"	0122","	01",21/11/2017,"	01",24/11/2017,4,1,,,"	02","	01",73664
"	01",1117,15,40239,3,1,"	073-4",1500533,"	0140","	01",21/11/2017,"	01",24/11/2017,2,1,,,"	01","	01",73664
"	01",1117,15,40239,4,1,"	073-4",1500533,"	0065","	01",21/11/2017,"	01",24/11/2017,5,1,,,"	01","	04",73664
"	01",1117,15,40239,5,1,"	073-4",1500533,"	0030","	01",22/11/2017,"	01",26/11/2017,6,1,,,"	06","	04",73664
16,1117,15,41018,3,1,217-8,1522883,"	0137","	01",15/11/2017,"	01",21/11/2017,2,1,,,"	02","	01",3542
16,1117,15,41018,5,1,217-8,1522883,"	0243","	07","	05/12/2017","	07","	05/12/2017",,,,,,,
16,1117,15,41018,2,1,217-8,1522883,"	0075","	01",28/11/2017,"	01","	04/12/2017",4,1,,,"	02","	04",3542
16,1117,15,41018,4,1,217-8,1522883,"	0189","	01",18/11/2017,"	01",21/11/2017,3,1,,,"	01","	02",3542
16,1117,15,41018,1,1,217-8,1522883,"	0023","	07","	04/12/2017","	07","	05/12/2017",,,,,,,
16,1117,15,41022,5,1,355-1,1517102,"	0202","	01",22/11/2017,"	01",27/11/2017,5,1,,,"	03","	04",3652
16,1117,15,41022,4,1,355-1,1517102,"	0156","	01",23/11/2017,"	01",27/11/2017,3,1,,,"	01","	02",3652
16,1117,15,41022,3,1,355-1,1517102,"	0115","	01",23/11/2017,"	01",27/11/2017,4,1,,,"	01","	03",3652
16,1117,15,41022,2,1,355-1,1517102,"	0066","	01",22/11/2017,"	01",27/11/2017,6,1,,,"	03","	03",3652
16,1117,15,41022,1,1,355-1,1517102,"	0015","	01",24/11/2017,"	01",27/11/2017,4,1,,,"	04","	04",3652
16,1117,15,41048,2,1,358-5,1517111,"	0090","	01",16/11/2017,"	01",21/11/2017,3,1,,,"	02","	02",4523
16,1117,15,41048,3,1,358-5,1517111,"	0169","	01",13/11/2017,"	01",21/11/2017,2,1,,,"	01","	01",4523
16,1117,15,41048,4,1,358-5,1517111,"	0140","	01",13/11/2017,"	01",21/11/2017,3,1,,,"	01","	01",4523
16,1117,15,41048,5,1,358-5,1517111,"	0048","	01",13/11/2017,"	01",21/11/2017,6,1,,,"	02","	02",4523
16,1117,15,41048,1,1,358-5,1517111,"	0161","	01",13/11/2017,"	01",21/11/2017,4,1,,,"	02","	02",4523
16,1117,15,41053,5,1,474-2,1516767,"	0104","	01",22/11/2017,"	01",27/11/2017,3,1,,,"	03","	01",4221
16,1117,15,41053,3,1,470-4,1516767,"	0067","	01",22/11/2017,"	01",27/11/2017,6,1,,,"	05","	02",4221
16,1117,15,41053,4,1,470-4,1516767,"	0143","	01",15/11/2017,"	01",21/11/2017,1,,,,"	01","	01",4221
16,1117,15,41053,1,1,470-4,1516767,"	0012","	01",14/11/2017,"	01",21/11/2017,6,1,,,"	02","	03",4221
16,1117,15,41053,2,1,470-4,1516767,"	0038","	01",14/11/2017,"	01",21/11/2017,6,1,,,"	02","	05",4221
16,1117,15,41067,5,1,124-1,1521522,"	0436","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
16,1117,15,41067,1,1,124-1,1521522,"	0085","	06","	05/12/2017","	06","	05/12/2017",,,,,,,
16,1117,15,41067,2,1,124-1,1521522,"	0173","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
16,1117,15,41067,3,1,124-1,1521522,"	0262","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
16,1117,15,41067,4,1,124-1,1521522,"	0358","	01",24/11/2017,"	01",27/11/2017,5,1,,,"	05","	05",6579
16,1117,15,41075,3,1,"	041-7",1525497,"	0026","	01",28/11/2017,"	01","	05/12/2017",6,1,,,"	03","	04",3120
16,1117,15,41075,5,1,"	041-7",1525497,"	0019","	01",29/11/2017,"	01","	04/12/2017",1,,,,"	01","	01",3120
16,1117,15,41075,2,1,"	041-7",1525497,"	0081","	01",26/11/2017,"	01",27/11/2017,3,1,,,"	03","	03",3120
16,1117,15,41075,4,1,"	041-7",1525497,"	0092","	01",22/11/2017,"	01",27/11/2017,3,1,,,"	02","	02",3120
16,1117,15,41075,1,1,"	041-7",1525497,"	0056","	01",22/11/2017,"	01",27/11/2017,2,1,,,"	01","	02",3120
16,1117,15,41126,1,1,"	048-8",1523750,"	0019","	01","	05/12/2017","	01","	05/12/2017",2,1,,,"	02","	02",4902
16,1117,15,41126,3,1,"	048-8",1523750,"	0104","	07","	05/12/2017","	07","	05/12/2017",,,,,,,
16,1117,15,41126,4,1,"	048-8",1523750,"	0126","	01",24/11/2017,"	01",27/11/2017,3,1,,,"	02","	02",4902
16,1117,15,41126,2,1,"	048-8",1523750,"	0056","	01",23/11/2017,"	01",27/11/2017,6,1,,,"	02","	05",4902
16,1117,15,41126,5,1,"	048-8",1523750,"	0132","	01",28/11/2017,"	01",29/11/2017,3,1,,,"	02","	03",4902
16,1117,15,41151,2,1,"	093-4",1521290,"	0063","	01",24/11/2017,"	01","	04/12/2017",3,1,,,"	03","	02",4289
16,1117,15,41151,3,1,"	093-4",1521290,"	0101","	01",28/11/2017,"	01","	05/12/2017",3,1,,,"	02","	03",4289
16,1117,15,41151,5,1,"	093-4",1521290,"	0178","	01","	05/12/2017","	01","	05/12/2017",1,,,,"	01","	01",4289
16,1117,15,41151,4,1,"	093-4",1521290,"	0145","	01",15/11/2017,"	01",21/11/2017,3,1,,,"	01","	02",4289
16,1117,15,41151,1,1,"	093-4",1521290,"	0027","	01",13/11/2017,"	01",21/11/2017,3,1,,,"	01","	03",4289
16,1117,15,41160,5,1,"	026-1",1527518,"	0124","	01","	08/11/2017","	01",13/11/2017,5,1,,,"	02","	05",4230
16,1117,15,41160,2,1,"	026-1",1527518,"	0234","	01","	07/11/2017","	01",13/11/2017,4,1,,,"	02","	01",4230
16,1117,15,41160,4,1,"	026-1",1527518,"	0077","	01","	07/11/2017","	01",13/11/2017,3,1,,,"	03","	01",4230
16,1117,15,41160,1,1,"	026-1",1527518,"	0161","	01","	07/11/2017","	01",13/11/2017,3,1,,,"	01","	01",4230
16,1117,15,41160,3,1,"	026-1",1527518,"	0020","	06","	05/12/2017","	06","	05/12/2017",,,,,,,
16,1117,15,41227,1,1,102-3,1516367,"	0010","	01","	08/11/2017","	01",13/11/2017,1,,,,"	01","	01",4614
16,1117,15,41227,5,1,102-3,1516367,"	0246","	01","	08/11/2017","	01",13/11/2017,2,1,,,"	02","	01",4614
16,1117,15,41227,2,1,102-3,1516367,"	0069","	01","	09/11/2017","	01",13/11/2017,3,1,,,"	02","	02",4614
16,1117,15,41227,3,1,102-3,1516367,"	0132","	07","	08/11/2017","	07",13/11/2017,,,,,,,
16,1117,15,41227,4,1,102-3,1516367,"	0195","	01","	05/12/2017","	01","	05/12/2017",2,1,,,"	01","	02",4614
16,1117,15,41234,4,1,103-A,1521346,"	0073","	01",28/11/2017,"	01",29/11/2017,5,1,,,"	02","	01",4702
16,1117,15,41234,5,1,103-A,1521346,"	0097","	01","	09/11/2017","	01",13/11/2017,4,1,,,"	01","	03",4702
16,1117,15,41234,3,1,103-A,1521346,"	0048","	01","	09/11/2017","	01",13/11/2017,3,1,,,"	01","	01",4702
16,1117,15,41234,2,1,103-A,1521346,"	0026","	01","	09/11/2017","	01",13/11/2017,4,1,,,"	03","	03",4702
16,1117,15,41234,1,1,103-A,1521346,"	0002","	01",28/11/2017,"	01","	04/12/2017",4,1,,,"	01","	02",4702
16,1117,15,41259,5,1,330-1,1517008,"	0136","	01",16/11/2017,"	01",21/11/2017,1,,,,"	01","	01",3198
16,1117,15,41259,1,1,330-1,1517008,"	0023","	01",16/11/2017,"	01",21/11/2017,3,1,,,"	01","	01",3198
16,1117,15,41259,3,1,330-1,1517008,"	0087","	01",28/11/2017,"	01",29/11/2017,4,1,,,"	02","	02",3198
16,1117,15,41259,4,1,330-1,1517008,"	0105","	01",28/11/2017,"	01",29/11/2017,2,1,,,"	01","	02",3198
16,1117,15,41259,2,1,330-1,1517008,"	0052","	01",28/11/2017,"	01","	04/12/2017",2,1,,,"	01","	02",3198
16,1117,15,41261,2,1,"	014-9",1523715,"	0052","	01","	08/11/2017","	01",13/11/2017,5,1,,,"	02","	01",4347
16,1117,15,41261,1,1,"	014-9",1523715,"	0023","	01","	07/11/2017","	01",13/11/2017,5,1,,,"	02","	01",4347
16,1117,15,41261,3,1,"	014-9",1523715,"	0087","	01","	08/11/2017","	01",13/11/2017,2,1,,,"	01","	01",4347
16,1117,15,41261,4,1,"	014-9",1523715,"	0111","	01","	07/11/2017","	01",13/11/2017,5,1,,,"	02","	01",4347
16,1117,15,41261,5,1,"	014-9",1523715,"	0142","	01",10/11/2017,"	01",13/11/2017,1,,,,"	01","	01",4347
16,1117,15,41290,2,1,"	044-9",1516075,"	0001","	01",10/11/2017,"	01",21/11/2017,2,1,,,"	02","	01",5120
16,1117,15,41290,1,1,"	044-9",1516075,"	0070","	01",10/11/2017,"	01",13/11/2017,3,1,,,"	02","	02",5120
16,1117,15,41290,3,1,"	044-9",1516075,"	0018","	01",10/11/2017,"	01",13/11/2017,3,1,,,"	02","	03",5120
16,1117,15,41290,4,1,"	044-9",1516075,"	0039","	01",10/11/2017,"	01",13/11/2017,4,1,,,"	02","	03",5120
16,1117,15,41290,5,1,"	044-9",1516075,"	0103","	01",10/11/2017,"	01",13/11/2017,4,1,,,"	02","	04",5120
16,1117,15,41315,1,1,"	069-9",1516247,"	0087","	01",21/11/2017,"	01","	04/12/2017",3,1,,,"	03","	02",3861
16,1117,15,41315,5,1,"	069-9",1516247,"	0037","	01",21/11/2017,"	01",22/11/2017,5,1,,,"	01","	03",3861
16,1117,15,41315,4,1,"	069-9",1516247,"	0007","	01",21/11/2017,"	01",22/11/2017,6,1,,,"	01","	02",3861
16,1117,15,41315,2,1,"	069-9",1516247,"	0121","	01",21/11/2017,"	01",22/11/2017,4,1,,,"	02","	02",3861
16,1117,15,41315,3,1,"	069-9",1516247,"	0071","	01",21/11/2017,"	01",27/11/2017,4,1,,,"	01","	02",3861
16,1117,15,41329,5,1,"	069-9",1516249,"	0151","	01",29/11/2017,"	01","	04/12/2017",5,1,,,"	02","	02",5280
16,1117,15,41329,4,1,"	069-9",1516249,"	0127","	01",21/11/2017,"	01",22/11/2017,4,1,,,"	02","	01",5280
16,1117,15,41329,2,1,"	069-9",1516249,"	0061","	01",21/11/2017,"	01",22/11/2017,2,1,,,"	01","	01",5280
16,1117,15,41329,1,1,"	069-9",1516249,"	0018","	01",21/11/2017,"	01",22/11/2017,5,1,,,"	01","	02",5280
16,1117,15,41329,3,1,"	069-9",1516249,"	0108","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
16,1117,15,41339,3,1,"	006-2",1522002,"	0156","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
16,1117,15,41339,1,1,"	006-2",1522002,"	0075","	01",29/11/2017,"	01","	04/12/2017",4,1,,,"	02","	04",3046
16,1117,15,41339,2,1,"	006-2",1522002,"	0123","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
16,1117,15,41339,5,1,"	006-2",1522002,"	0057","	01",22/11/2017,"	01",27/11/2017,5,1,,,"	02","	01",3046
16,1117,15,41339,4,1,"	006-2",1522002,"	0014","	01",22/11/2017,"	01",27/11/2017,3,1,,,"	01","	01",3046
16,1117,15,41366,5,1,272-7,1523046,"	0061","	01",14/11/2017,"	01",21/11/2017,4,1,,,"	01","	01",4009
16,1117,15,41366,4,1,272-7,1523046,"	0036","	01",15/11/2017,"	01",21/11/2017,2,1,,,"	02","	02",4009
16,1117,15,41366,1,1,272-7,1523046,"	0077","	01",14/11/2017,"	01",21/11/2017,8,1,,,"	03","	05",4009
16,1117,15,41366,2,1,272-7,1523046,"	0111","	01",14/11/2017,"	01",21/11/2017,3,1,,,"	01","	02",4009
16,1117,15,41366,3,1,272-7,1523046,"	0115","	06","	05/12/2017","	06","	05/12/2017",,,,,,,
16,1117,15,41383,4,1,335-4,1517048,"	0099","	01","	08/11/2017","	01",13/11/2017,2,1,,,"	02","	01",5074
16,1117,15,41383,1,1,335-4,1517048,"	0009","	01",12/11/2017,"	01",13/11/2017,7,1,,,"	07","	04",5074
16,1117,15,41383,2,1,335-4,1517048,"	0044","	01",12/11/2017,"	01",13/11/2017,4,1,,,"	02","	02",5074
16,1117,15,41383,3,1,335-4,1517048,"	0062","	07","	08/11/2017","	07",13/11/2017,,,,,,,
16,1117,15,41383,5,1,335-4,1517048,"	0135","	01","	08/11/2017","	01",13/11/2017,6,1,,,"	03","	01",5074
16,1117,15,41400,2,1,"	074-1",1525524,"	0008","	01",17/11/2017,"	01",21/11/2017,3,1,,,"	02","	01",4887
16,1117,15,41400,3,1,"	074-1",1525524,"	0041","	01",17/11/2017,"	01",21/11/2017,4,1,,,"	04","	04",4887
16,1117,15,41400,5,1,"	074-1",1525524,"	0143","	01",27/11/2017,"	01",29/11/2017,9,1,,,"	03","	04",4887
16,1117,15,41400,1,1,"	074-1",1525524,"	0111","	01",17/11/2017,"	01",21/11/2017,3,1,,,"	01","	02",4887
16,1117,15,41400,4,1,"	074-1",1525524,"	0074","	01",18/11/2017,"	01",21/11/2017,3,1,,,"	01","	01",4887
15,1117,16,40046,5,1,"	041-4",1600166,"	0044","	01",13/11/2017,"	01",14/11/2017,2,1,,,"	01","	01",2303
15,1117,16,40046,3,1,"	041-4",1600166,"	0123","	01",11/11/2017,"	01",13/11/2017,6,1,,,"	01","	06",2303
15,1117,16,40046,4,1,"	041-4",1600166,"	0017","	01",10/11/2017,"	01",14/11/2017,3,1,,,"	02","	01",2303
15,1117,16,40046,1,1,"	041-4",1600166,"	0064","	01",10/11/2017,"	01",14/11/2017,5,1,,,"	01","	01",2303
15,1117,16,40046,2,1,"	041-4",1600166,"	0096","	01",10/11/2017,"	01",15/11/2017,4,1,,,"	02","	02",2303
15,1117,16,40079,5,1,211-A,1600987,"	0091","	07",16/11/2017,"	07",17/11/2017,,,,,,,
15,1117,16,40079,4,1,211-A,1600987,"	0072","	01",16/11/2017,"	01",17/11/2017,3,1,,,"	01","	01",2721
15,1117,16,40079,3,1,211-A,1600987,"	0098","	01",16/11/2017,"	01",17/11/2017,13,1,,,"	03","	01",2721
15,1117,16,40079,1,1,211-A,1600987,"	0016","	01",16/11/2017,"	01",17/11/2017,2,1,,,"	01","	02",2721
15,1117,16,40079,2,1,211-A,1600987,"	0031","	01",16/11/2017,"	01",19/11/2017,2,1,,,"	02","	02",2721
15,1117,16,40087,4,1,"	096-5",1600471,"	0079","	01","	08/11/2017","	01","	09/11/2017",3,1,,,"	01","	01",2298
15,1117,16,40087,5,1,"	096-5",1600471,"	0103","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	01","	02",2298
15,1117,16,40087,2,1,"	096-5",1600471,"	0039","	01",12/11/2017,"	01",26/11/2017,2,1,,,"	02","	01",2298
15,1117,16,40087,1,1,"	096-5",1600471,"	0018","	01","	09/11/2017","	01",13/11/2017,4,1,,,"	02","	04",2298
15,1117,16,40087,3,1,"	096-5",1600471,"	0060","	01","	08/11/2017","	01","	09/11/2017",5,1,,,"	02","	03",2298
15,1117,16,40103,5,1,368-8,1601607,"	0040","	01",13/11/2017,"	01",15/11/2017,5,1,,,"	01","	03",2115
15,1117,16,40103,1,1,368-8,1601607,"	0067","	01",13/11/2017,"	01",14/11/2017,1,,,,"	01","	01",2115
15,1117,16,40103,2,1,368-8,1601607,"	0089","	01",14/11/2017,"	01",16/11/2017,4,1,,,"	02","	01",2115
15,1117,16,40103,4,1,368-8,1601607,"	0014","	01",13/11/2017,"	01",26/11/2017,3,1,,,"	02","	01",2115
15,1117,16,40103,3,1,368-8,1601607,"	0048","	01",14/11/2017,"	01",15/11/2017,4,1,,,"	02","	01",2115
15,1117,16,40107,1,1,196-3,1600885,"	0033","	07","	08/11/2017","	07",10/11/2017,,,,,,,
15,1117,16,40107,2,1,196-3,1600885,"	0093","	01","	06/11/2017","	01","	08/11/2017",3,1,,,"	01","	02",2323
15,1117,16,40107,3,1,196-3,1600885,"	0062","	01","	06/11/2017","	01","	09/11/2017",3,1,,,"	02","	01",2323
15,1117,16,40107,4,1,196-3,1600885,"	0083","	01","	08/11/2017","	01","	09/11/2017",3,1,,,"	02","	02",2323
15,1117,16,40107,5,1,196-3,1600885,"	0118","	01","	09/11/2017","	01",17/11/2017,2,1,,,"	02","	01",2323
15,1117,16,40113,4,1,"	095-0",1600455,"	0061","	01","	07/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",2110
15,1117,16,40113,1,1,"	095-0",1600455,"	0121","	01","	07/11/2017","	01","	08/11/2017",4,1,,,"	02","	02",2110
15,1117,16,40113,3,1,"	095-0",1600455,"	0035","	07",10/11/2017,"	07",10/11/2017,,,,,,,
15,1117,16,40113,5,1,"	095-0",1600455,"	0090","	01","	07/11/2017","	01","	08/11/2017",6,1,,,"	01","	02",2110
15,1117,16,40113,2,1,"	095-0",1600455,"	0108","	07","	07/11/2017","	07","	08/11/2017",,,,,,,
15,1117,16,40135,2,1,299-5,1601373,"	0089","	01",24/11/2017,"	01","	01/12/2017",3,1,,,"	02","	01",2310
15,1117,16,40135,1,1,299-5,1601373,"	0028","	01",24/11/2017,"	01",27/11/2017,6,1,,,"	05","	02",2310
15,1117,16,40135,3,1,299-5,1601373,"	0052","	01",24/11/2017,"	01",27/11/2017,5,1,,,"	02","	04",2310
15,1117,16,40135,4,1,299-5,1601373,"	0104","	01",24/11/2017,"	01","	04/12/2017",5,1,,,"	02","	02",2310
15,1117,16,40135,5,1,299-5,1601373,"	0125","	01",24/11/2017,"	01",25/11/2017,2,1,,,"	01","	01",2310
15,1117,16,40154,5,1,161-A,1605086,"	0137","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",2401
15,1117,16,40154,4,1,161-A,1605086,"	0105","	01",23/11/2017,"	01",24/11/2017,3,1,,,"	01","	02",2401
15,1117,16,40154,1,1,161-A,1605086,"	0019","	01",23/11/2017,"	01",24/11/2017,2,1,,,"	01","	02",2401
15,1117,16,40154,2,1,161-A,1605086,"	0046","	01",23/11/2017,"	01",26/11/2017,2,1,,,"	02","	01",2401
15,1117,16,40154,3,1,161-A,1605086,"	0073","	01",23/11/2017,"	01",24/11/2017,4,1,,,"	02","	02",2401
15,1117,16,40183,2,1,100-3,1600496,"	0125","	01","	07/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",2315
15,1117,16,40183,4,1,100-3,1600496,"	0130","	01","	07/11/2017","	01",10/11/2017,3,1,,,"	02","	01",2315
15,1117,16,40183,1,1,100-3,1600496,"	0094","	01","	06/11/2017","	01","	08/11/2017",1,,,,"	01","	01",2315
15,1117,16,40183,5,1,100-3,1600496,"	0030","	01","	08/11/2017","	01","	09/11/2017",3,1,,,"	01","	01",2315
15,1117,16,40183,3,1,100-3,1600496,"	0065","	01","	07/11/2017","	01","	08/11/2017",9,2,3,2,"	01","	02",2315
15,1117,16,40185,4,1,229-A,1601049,"	0083","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
15,1117,16,40185,3,1,229-A,1601049,"	0011","	01","	08/11/2017","	01",10/11/2017,4,2,3,2,"	02","	01",2353
15,1117,16,40185,5,1,229-A,1601049,"	0115","	01","	08/11/2017","	01","	09/11/2017",6,1,,,"	01","	01",2353
15,1117,16,40185,1,1,229-A,1601049,"	0035","	01","	09/11/2017","	01",10/11/2017,5,1,,,"	01","	01",2353
15,1117,16,40185,2,1,229-A,1601049,"	0058","	01","	08/11/2017","	01","	09/11/2017",6,1,,,"	02","	04",2353
15,1117,16,40186,2,1,247-8,1601181,"	0080","	01",22/11/2017,"	01",23/11/2017,4,1,,,"	02","	02",2334
15,1117,16,40186,1,1,247-8,1601181,"	0013","	01",22/11/2017,"	01",23/11/2017,2,1,,,"	02","	01",2334
15,1117,16,40186,5,1,247-8,1601181,"	0097","	01","	01/12/2017","	01","	02/12/2017",3,1,,,"	01","	02",2334
15,1117,16,40186,3,1,247-8,1601181,"	0029","	01",22/11/2017,"	01",23/11/2017,3,1,,,"	01","	02",2334
15,1117,16,40186,4,1,247-8,1601181,"	0071","	01",22/11/2017,"	01",23/11/2017,7,2,2,5,"	02","	01",2334
15,1117,16,40209,2,1,"	048-6",1600232,"	0134","	01",13/11/2017,"	01",14/11/2017,4,1,,,"	01","	01",2523
15,1117,16,40209,1,1,"	048-6",1600232,"	0066","	01",16/11/2017,"	01",17/11/2017,1,,,,"	01","	01",2523
15,1117,16,40209,4,1,"	048-6",1600232,"	0131","	07",15/11/2017,"	07",17/11/2017,,,,,,,
15,1117,16,40209,5,1,"	048-6",1600232,"	0025","	07",14/11/2017,"	07",17/11/2017,,,,,,,
15,1117,16,40209,3,1,"	048-6",1600232,"	0098","	01",13/11/2017,"	01",14/11/2017,4,1,,,"	02","	01",2523
15,1117,16,40213,3,1,368-8,1601605,"	0159","	07",10/11/2017,"	07",13/11/2017,,,,,,,
15,1117,16,40213,1,1,368-8,1601605,"	0025","	01","	09/11/2017","	01",21/11/2017,2,1,,,"	01","	02",2176
15,1117,16,40213,5,1,368-8,1601605,"	0305","	01",10/11/2017,"	01",13/11/2017,4,1,,,"	03","	03",2176
15,1117,16,40213,4,1,368-8,1601605,"	0229","	01","	09/11/2017","	01",13/11/2017,3,1,,,"	02","	02",2176
15,1117,16,40213,2,1,368-8,1601605,"	0092","	01",10/11/2017,"	01",13/11/2017,1,,,,"	01","	01",2176
15,1117,16,40232,4,1,311-8,1601429,"	0299","	01",17/11/2017,"	01",19/11/2017,1,,,,"	01","	01",2721
15,1117,16,40232,3,1,311-8,1601429,"	0226","	01",21/11/2017,"	01",22/11/2017,2,2,2,1,"	01","	01",2721
15,1117,16,40232,2,1,311-8,1601429,"	0152","	01",21/11/2017,"	01",22/11/2017,2,1,,,"	01","	01",2721
15,1117,16,40232,1,1,311-8,1601429,"	0012","	01",17/11/2017,"	01",22/11/2017,2,1,,,"	01","	01",2721
15,1117,16,40232,5,1,311-8,1601429,"	0132","	01",18/11/2017,"	01",21/11/2017,4,1,,,"	02","	01",2721
15,1117,16,40235,5,1,210-5,1600976,"	0116","	01",22/11/2017,"	01","	01/12/2017",5,1,,,"	01","	03",2127
15,1117,16,40235,2,1,210-5,1600976,"	0020","	01",22/11/2017,"	01",23/11/2017,1,,,,"	01","	01",2127
15,1117,16,40235,3,1,210-5,1600976,"	0059","	01",21/11/2017,"	01",22/11/2017,5,1,,,"	01","	01",2127
15,1117,16,40235,4,1,210-5,1600976,"	0085","	07",23/11/2017,"	07",24/11/2017,,,,,,,
15,1117,16,40235,1,1,210-5,1600976,"	0009","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	02","	02",2127
15,1117,16,40237,5,1,368-8,1601598,"	0185","	07",14/11/2017,"	07",15/11/2017,,,,,,,
15,1117,16,40237,3,1,368-8,1601598,"	0103","	01",13/11/2017,"	01",14/11/2017,3,1,,,"	03","	01",2323
15,1117,16,40237,2,1,368-8,1601598,"	0061","	01",17/11/2017,"	01",18/11/2017,3,1,,,"	01","	03",2323
15,1117,16,40237,4,1,368-8,1601598,"	0146","	01",13/11/2017,"	01",15/11/2017,4,1,,,"	02","	02",2323
15,1117,16,40237,1,1,368-8,1601598,"	0024","	01",13/11/2017,"	01",16/11/2017,4,1,,,"	01","	02",2323
15,1117,16,40245,1,1,332-A,1601464,"	0089","	01",20/11/2017,"	01",21/11/2017,4,1,,,"	02","	02",2510
15,1117,16,40245,4,1,332-A,1601464,"	0077","	07",20/11/2017,"	07",21/11/2017,,,,,,,
15,1117,16,40245,5,1,332-A,1601464,"	0027","	01",20/11/2017,"	01",21/11/2017,4,1,,,"	02","	02",2510
15,1117,16,40245,2,1,332-A,1601464,"	0111","	01",20/11/2017,"	01",24/11/2017,6,1,,,"	01","	03",2510
15,1117,16,40245,3,1,332-A,1601464,"	0054","	01",21/11/2017,"	01","	05/12/2017",3,1,,,"	01","	01",2510
15,1117,16,40272,3,1,"	031-0",1600075,"	0025","	01",15/11/2017,"	01",16/11/2017,2,1,,,"	01","	01",1974
15,1117,16,40272,5,1,"	031-0",1600075,"	0077","	01",14/11/2017,"	01",15/11/2017,3,1,,,"	01","	01",1974
15,1117,16,40272,2,1,"	031-0",1600075,"	0095","	01",15/11/2017,"	01",28/11/2017,2,1,,,"	01","	01",1974
15,1117,16,40272,4,1,"	031-0",1600075,"	0046","	01",16/11/2017,"	01",17/11/2017,1,,,,"	01","	01",1974
15,1117,16,40272,1,1,"	031-0",1600075,"	0124","	01",14/11/2017,"	01",24/11/2017,2,1,,,"	01","	01",1974
15,1117,16,40371,4,1,183-6,1600798,"	0054","	01",22/11/2017,"	01",30/11/2017,4,1,,,"	02","	02",2007
15,1117,16,40371,2,1,183-6,1600798,"	0128","	01",22/11/2017,"	01",25/11/2017,4,1,,,"	01","	04",2007
15,1117,16,40371,3,1,183-6,1600798,"	0087","	01",22/11/2017,"	01",28/11/2017,2,1,,,"	02","	01",2007
15,1117,16,40371,5,1,183-6,1600798,"	0048","	07",22/11/2017,"	07",23/11/2017,,,,,,,
15,1117,16,40371,1,1,183-6,1600798,"	0027","	01",22/11/2017,"	01",23/11/2017,1,,,,"	01","	01",2007
15,1117,16,40412,3,1,"	035-9",1600113,"	0125","	01","	06/11/2017","	01",15/11/2017,3,1,,,"	01","	01",2007
15,1117,16,40412,1,1,"	035-9",1600113,"	0082","	01","	07/11/2017","	01",13/11/2017,4,1,,,"	02","	01",2007
15,1117,16,40412,5,1,"	035-9",1600113,"	0069","	01","	07/11/2017","	01","	08/11/2017",2,1,,,"	02","	01",2007
15,1117,16,40412,4,1,"	035-9",1600113,"	0021","	01","	07/11/2017","	01","	08/11/2017",5,1,,,"	02","	03",2007
15,1117,16,40412,2,1,"	035-9",1600113,"	0104","	01","	06/11/2017","	01","	08/11/2017",3,1,,,"	01","	01",2007
29,1117,17,40006,1,1,"	021-6",1701904,"	0088","	01",25/11/2017,"	01",29/11/2017,4,1,,,"	01","	01",2421
29,1117,17,40006,3,1,"	021-6",1701904,"	0008","	01",23/11/2017,"	01",24/11/2017,4,1,,,"	02","	02",2421
29,1117,17,40006,2,1,"	021-6",1701904,"	0037","	01",30/11/2017,"	01","	05/12/2017",4,1,,,"	03","	03",2421
29,1117,17,40006,4,1,"	021-6",1701904,"	0143","	01",27/11/2017,"	01","	03/12/2017",2,1,,,"	02","	01",2421
29,1117,17,40006,5,1,"	021-6",1701904,"	0104","	01",21/11/2017,"	01",22/11/2017,2,1,,,"	02","	01",2421
29,1117,17,40026,1,1,"	069-3",1702242,"	0091","	01",14/11/2017,"	01",21/11/2017,4,1,,,"	01","	04",2952
29,1117,17,40026,5,1,"	069-3",1702242,"	0197","	01",14/11/2017,"	01",16/11/2017,1,,,,"	01","	01",2952
29,1117,17,40026,2,1,"	069-3",1702242,"	0018","	07","	05/12/2017","	07","	05/12/2017",,,,,,,
29,1117,17,40026,4,1,"	069-3",1702242,"	0108","	01",14/11/2017,"	01",16/11/2017,5,1,,,"	02","	01",2952
29,1117,17,40026,3,1,"	069-3",1702242,"	0039","	01",14/11/2017,"	01",16/11/2017,3,1,,,"	02","	01",2952
29,1117,17,40029,5,1,"	039-1",1701396,"	0127","	01",17/11/2017,"	01",22/11/2017,2,1,,,"	02","	01",2951
29,1117,17,40029,3,1,"	039-1",1701396,"	0077","	01",17/11/2017,"	01",21/11/2017,2,1,,,"	02","	01",2951
