CD_A,PER,ENT,CON,V_SEL,N_HOG,AGEB,UPM,PRO_VIV,R_PRE,FCH_PRE,R_DEF,FCH_DEF,P1,P2,P3,P4,R_INF,R_ELE,FAC
14,1117,"	01",40018,1,1,206-6,"	0100656","	0066","	01",14/11/2017,"	01",15/11/2017,4,1,,,"	03","	03",2536
14,1117,"	01",40018,5,1,206-6,"	0100656","	0041","	01",22/11/2017,"	01",27/11/2017,2,1,,,"	02","	02",2536
14,1117,"	01",40018,4,1,206-6,"	0100656","	0022","	01",14/11/2017,"	01",15/11/2017,2,1,,,"	01","	01",2536
14,1117,"	01",40018,2,1,206-6,"	0100656","	0092","	01",14/11/2017,"	01",15/11/2017,4,1,,,"	01","	01",2536
14,1117,"	01",40018,3,1,206-6,"	0100656","	0123","	01",14/11/2017,"	01",28/11/2017,3,1,,,"	02","	01",2536
14,1117,"	01",40034,1,1,227-8,"	0100794","	0002","	01",20/11/2017,"	01",21/11/2017,5,1,,,"	02","	03",2396
14,1117,"	01",40034,4,1,227-8,"	0100794","	0072","	01",15/11/2017,"	01",17/11/2017,6,1,,,"	01","	01",2396
14,1117,"	01",40034,3,1,227-8,"	0100794","	0051","	01",15/11/2017,"	01",17/11/2017,2,1,,,"	02","	02",2396
14,1117,"	01",40034,5,1,227-8,"	0100794","	0094","	01",17/11/2017,"	01",20/11/2017,4,1,,,"	03","	03",2396
14,1117,"	01",40034,2,1,227-8,"	0100794","	0023","	01",15/11/2017,"	01",22/11/2017,5,1,,,"	02","	01",2396
14,1117,"	01",40035,4,1,262-A,"	0101075","	0027","	01","	09/11/2017","	01",14/11/2017,2,1,,,"	01","	02",3362
14,1117,"	01",40035,5,1,262-A,"	0101075","	0051","	01","	09/11/2017","	01",14/11/2017,4,1,,,"	02","	03",3362
14,1117,"	01",40035,2,1,262-A,"	0101075","	0096","	01","	09/11/2017","	01",14/11/2017,2,1,,,"	01","	01",3362
14,1117,"	01",40035,1,1,262-A,"	0101075","	0075","	01","	09/11/2017","	01",14/11/2017,4,1,,,"	02","	02",3362
14,1117,"	01",40035,3,1,262-A,"	0101075","	0003","	01","	09/11/2017","	01",14/11/2017,4,1,,,"	03","	02",3362
14,1117,"	01",40038,4,1,389-7,"	0101924","	0010","	01","	07/11/2017","	01","	09/11/2017",4,1,,,"	02","	03",2960
14,1117,"	01",40038,5,1,389-7,"	0101924","	0035","	07",13/11/2017,"	07","	04/12/2017",,,,,,,
14,1117,"	01",40038,3,1,389-7,"	0101924","	0068","	01","	08/11/2017","	01","	09/11/2017",3,1,,,"	01","	01",2960
14,1117,"	01",40038,2,1,389-7,"	0101924","	0041","	01","	07/11/2017","	01","	09/11/2017",4,1,,,"	02","	02",2960
14,1117,"	01",40038,1,1,389-7,"	0101924","	0107","	01","	07/11/2017","	01","	09/11/2017",1,,,,"	01","	01",2960
14,1117,"	01",40050,4,1,205-1,"	0100638","	0043","	01",16/11/2017,"	01",21/11/2017,5,1,,,"	02","	01",2407
14,1117,"	01",40050,1,1,205-1,"	0100638","	0099","	01",16/11/2017,"	01",27/11/2017,3,1,,,"	02","	01",2407
14,1117,"	01",40050,2,1,205-1,"	0100638","	0120","	01",20/11/2017,"	01",21/11/2017,2,1,,,"	01","	02",2407
14,1117,"	01",40050,5,1,205-1,"	0100638","	0064","	01",16/11/2017,"	01",17/11/2017,5,1,,,"	04","	04",2407
14,1117,"	01",40050,3,1,205-1,"	0100638","	0016","	01",20/11/2017,"	01",22/11/2017,5,1,,,"	01","	02",2407
14,1117,"	01",40056,1,1,286-5,"	0101300","	0013","	01",10/11/2017,"	01",14/11/2017,2,1,,,"	01","	01",2564
14,1117,"	01",40056,2,1,286-5,"	0101300","	0037","	01",10/11/2017,"	01",14/11/2017,6,1,,,"	02","	02",2564
14,1117,"	01",40056,3,1,286-5,"	0101300","	0055","	01",10/11/2017,"	01",14/11/2017,3,1,,,"	02","	02",2564
14,1117,"	01",40056,4,1,286-5,"	0101300","	0076","	01",10/11/2017,"	01",14/11/2017,5,1,,,"	02","	02",2564
14,1117,"	01",40056,5,1,286-5,"	0101300","	0097","	01",13/11/2017,"	01",14/11/2017,5,1,,,"	02","	02",2564
14,1117,"	01",40061,4,1,235-2,"	0100874","	0023","	01","	09/11/2017","	01",14/11/2017,5,1,,,"	03","	03",3075
14,1117,"	01",40061,1,1,235-2,"	0100874","	0074","	07","	04/12/2017","	07","	04/12/2017",,,,,,,
14,1117,"	01",40061,5,1,235-2,"	0100874","	0054","	01","	08/11/2017","	01",14/11/2017,5,1,,,"	02","	02",3075
14,1117,"	01",40061,2,1,235-2,"	0100874","	0094","	01","	07/11/2017","	01","	08/11/2017",4,1,,,"	02","	02",3075
14,1117,"	01",40061,3,1,235-2,"	0100874","	0039","	01",17/11/2017,"	01",20/11/2017,4,1,,,"	01","	01",3075
14,1117,"	01",40096,3,1,388-2,"	0101908","	0129","	01",20/11/2017,"	01",21/11/2017,4,1,,,"	01","	02",2331
14,1117,"	01",40096,4,1,388-2,"	0101908","	0319","	01",20/11/2017,"	01",21/11/2017,3,1,,,"	01","	02",2331
14,1117,"	01",40096,2,1,388-2,"	0101908","	0083","	01",20/11/2017,"	01",21/11/2017,1,,,,"	01","	01",2331
14,1117,"	01",40096,1,1,388-2,"	0101908","	0020","	01",10/11/2017,"	01",14/11/2017,2,1,,,"	01","	01",2331
14,1117,"	01",40096,5,1,388-2,"	0101908","	0263","	01",20/11/2017,"	01",21/11/2017,5,1,,,"	01","	01",2331
14,1117,"	01",40100,2,1,168-9,"	0100530","	0053","	01",13/11/2017,"	01",14/11/2017,1,,,,"	01","	01",2507
14,1117,"	01",40100,5,1,168-9,"	0100530","	0084","	01","	01/12/2017","	01","	04/12/2017",4,1,,,"	02","	03",2507
14,1117,"	01",40100,4,1,168-9,"	0100530","	0016","	01",13/11/2017,"	01",15/11/2017,4,1,,,"	02","	03",2507
14,1117,"	01",40100,3,1,168-9,"	0100530","	0073","	01",13/11/2017,"	01",22/11/2017,3,1,,,"	02","	02",2507
14,1117,"	01",40100,1,1,168-9,"	0100530","	0030","	01",24/11/2017,"	01",27/11/2017,1,,,,"	01","	01",2507
14,1117,"	01",40101,5,1,257-9,"	0101032","	0096","	01","	09/11/2017","	01",15/11/2017,3,1,,,"	02","	01",2571
14,1117,"	01",40101,4,1,257-9,"	0101032","	0008","	01",13/11/2017,"	01",15/11/2017,2,1,,,"	02","	02",2571
14,1117,"	01",40101,3,1,257-9,"	0101032","	0069","	01","	09/11/2017","	01",15/11/2017,4,1,,,"	01","	03",2571
14,1117,"	01",40101,2,1,257-9,"	0101032","	0031","	01","	09/11/2017","	01",15/11/2017,5,1,,,"	05","	02",2571
14,1117,"	01",40101,1,1,257-9,"	0101032","	0048","	01","	09/11/2017","	01",14/11/2017,2,1,,,"	01","	01",2571
14,1117,"	01",40128,4,1,372-1,"	0101777","	0042","	01","	07/11/2017","	01","	08/11/2017",6,1,,,"	01","	01",2812
14,1117,"	01",40128,5,1,372-1,"	0101777","	0003","	01","	07/11/2017","	01",15/11/2017,4,1,,,"	01","	01",2812
14,1117,"	01",40128,1,1,372-1,"	0101777","	0075","	07","	04/12/2017","	07","	04/12/2017",,,,,,,
14,1117,"	01",40128,2,1,372-1,"	0101777","	0095","	01","	08/11/2017","	01",15/11/2017,2,1,,,"	01","	01",2812
14,1117,"	01",40128,3,1,372-1,"	0101777","	0023","	01","	07/11/2017","	01","	08/11/2017",4,1,,,"	01","	01",2812
14,1117,"	01",40132,4,1,320-4,"	0101497","	0098","	07","	07/11/2017","	07","	09/11/2017",,,,,,,
14,1117,"	01",40132,5,1,320-4,"	0101497","	0051","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	01","	04",2670
14,1117,"	01",40132,3,1,320-4,"	0101497","	0127","	01","	07/11/2017","	01","	09/11/2017",5,1,,,"	02","	02",2670
14,1117,"	01",40132,2,1,320-4,"	0101497","	0029","	01","	07/11/2017","	01","	09/11/2017",4,1,,,"	02","	03",2670
14,1117,"	01",40132,1,1,320-4,"	0101497","	0005","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	02","	02",2670
14,1117,"	01",40134,1,1,"	053-3","	0102107","	0012","	01",15/11/2017,"	01",17/11/2017,1,,,,"	01","	01",3168
14,1117,"	01",40134,2,1,"	053-3","	0102107","	0031","	01",15/11/2017,"	01",17/11/2017,1,,,,"	01","	01",3168
14,1117,"	01",40134,3,1,"	053-3","	0102107","	0056","	01",15/11/2017,"	01",17/11/2017,3,1,,,"	03","	02",3168
14,1117,"	01",40134,5,1,"	053-3","	0102107","	0102","	01",15/11/2017,"	01",17/11/2017,5,1,,,"	02","	01",3168
14,1117,"	01",40134,4,1,"	053-3","	0102107","	0078","	01",15/11/2017,"	01",17/11/2017,1,,,,"	01","	01",3168
14,1117,"	01",40196,5,1,139-2,"	0100443","	0124","	01",13/11/2017,"	01",15/11/2017,7,1,,,"	02","	02",2616
14,1117,"	01",40196,2,1,139-2,"	0100443","	0046","	01",14/11/2017,"	01",27/11/2017,8,1,,,"	02","	04",2616
14,1117,"	01",40196,1,1,139-2,"	0100443","	0018","	01",13/11/2017,"	01",15/11/2017,1,,,,"	01","	01",2616
14,1117,"	01",40196,4,1,139-2,"	0100443","	0100","	01",13/11/2017,"	01",15/11/2017,7,1,,,"	01","	01",2616
14,1117,"	01",40196,3,1,139-2,"	0100443","	0073","	01",13/11/2017,"	01",15/11/2017,3,1,,,"	01","	01",2616
14,1117,"	01",40277,1,1,321-9,"	0101501","	0028","	01","	09/11/2017","	01",15/11/2017,4,1,,,"	01","	02",3100
14,1117,"	01",40277,2,1,321-9,"	0101501","	0060","	01","	09/11/2017","	01",15/11/2017,5,1,,,"	02","	01",3100
14,1117,"	01",40277,4,1,321-9,"	0101501","	0074","	07","	09/11/2017","	07",15/11/2017,,,,,,,
14,1117,"	01",40277,5,1,321-9,"	0101501","	0098","	01","	09/11/2017","	01",15/11/2017,5,1,,,"	02","	01",3100
14,1117,"	01",40277,3,1,321-9,"	0101501","	0015","	01",17/11/2017,"	01",21/11/2017,4,1,,,"	01","	01",3100
14,1117,"	01",40284,3,1,"	071-2","	0100239","	0046","	06","	04/12/2017","	06","	04/12/2017",,,,,,,
14,1117,"	01",40284,2,1,"	071-2","	0100239","	0028","	01",20/11/2017,"	01",22/11/2017,3,1,,,"	02","	01",2206
14,1117,"	01",40284,5,1,"	071-2","	0100239","	0086","	01",14/11/2017,"	01","	01/12/2017",2,1,,,"	01","	01",2206
14,1117,"	01",40284,4,1,"	071-2","	0100239","	0068","	01",16/11/2017,"	01",17/11/2017,1,,,,"	01","	01",2206
14,1117,"	01",40284,1,1,"	071-2","	0100239","	0010","	03",23/11/2017,"	03","	04/12/2017",6,1,,,"	01","	04",
14,1117,"	01",40285,1,1,219-3,"	0100743","	0105","	01",13/11/2017,"	01",28/11/2017,3,1,,,"	01","	03",3233
14,1117,"	01",40285,3,1,219-3,"	0100743","	0073","	07",13/11/2017,"	07","	04/12/2017",,,,,,,
14,1117,"	01",40285,4,1,219-3,"	0100743","	0010","	01",13/11/2017,"	01",15/11/2017,6,1,,,"	06","	06",3233
14,1117,"	01",40285,2,1,219-3,"	0100743","	0046","	01",28/11/2017,"	01",29/11/2017,6,1,,,"	02","	03",3233
14,1117,"	01",40285,5,1,219-3,"	0100743","	0036","	01",13/11/2017,"	01",15/11/2017,1,,,,"	01","	01",3233
14,1117,"	01",40303,3,1,"	030-3","	0100027","	0001","	01",14/11/2017,"	01",17/11/2017,9,1,,,"	01","	05",2482
14,1117,"	01",40303,5,1,"	030-3","	0100027","	0094","	01",14/11/2017,"	01",17/11/2017,1,,,,"	01","	01",2482
14,1117,"	01",40303,1,1,"	030-3","	0100027","	0068","	01",14/11/2017,"	01",15/11/2017,3,1,,,"	02","	01",2482
14,1117,"	01",40303,4,1,"	030-3","	0100027","	0014","	07",14/11/2017,"	07","	04/12/2017",,,,,,,
14,1117,"	01",40303,2,1,"	030-3","	0100027","	0030","	01",14/11/2017,"	01",17/11/2017,3,1,,,"	01","	01",2482
14,1117,"	01",40346,4,1,367-0,"	0101736","	0121","	01",23/11/2017,"	01",27/11/2017,2,1,,,"	02","	02",3359
14,1117,"	01",40346,2,1,367-0,"	0101736","	0057","	01",23/11/2017,"	01",27/11/2017,4,1,,,"	02","	02",3359
14,1117,"	01",40346,1,1,367-0,"	0101736","	0023","	06","	05/12/2017","	06","	06/12/2017",,,,,,,
14,1117,"	01",40346,5,1,367-0,"	0101736","	0153","	07","	04/12/2017","	07","	04/12/2017",,,,,,,
14,1117,"	01",40346,3,1,367-0,"	0101736","	0092","	07","	04/12/2017","	07","	04/12/2017",,,,,,,
14,1117,"	01",40355,4,1,382-5,"	0101858","	0019","	01",13/11/2017,"	01",14/11/2017,2,1,,,"	02","	02",3104
14,1117,"	01",40355,2,1,382-5,"	0101858","	0061","	01",20/11/2017,"	01",21/11/2017,3,1,,,"	02","	01",3104
14,1117,"	01",40355,1,1,382-5,"	0101858","	0047","	01",20/11/2017,"	01",28/11/2017,5,1,,,"	03","	02",3104
14,1117,"	01",40355,5,1,382-5,"	0101858","	0032","	01",13/11/2017,"	01",17/11/2017,2,1,,,"	01","	01",3104
14,1117,"	01",40355,3,1,382-5,"	0101858","	0001","	01",29/11/2017,"	01","	01/12/2017",4,1,,,"	02","	02",3104
21,1117,"	02",40019,4,1,746-8,"	0206879","	0619","	01",17/11/2017,"	01",20/11/2017,1,,,,"	01","	01",5772
21,1117,"	02",40019,5,1,746-8,"	0206879","	0732","	01",11/11/2017,"	01",16/11/2017,3,1,,,"	02","	01",5772
21,1117,"	02",40019,1,1,746-8,"	0206879","	0545","	01",11/11/2017,"	01",13/11/2017,4,1,,,"	02","	04",5772
21,1117,"	02",40019,2,1,746-8,"	0206879","	0314","	05","	04/12/2017","	05","	04/12/2017",,,,,,,
21,1117,"	02",40019,3,1,746-8,"	0206879","	0490","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",5772
21,1117,"	02",40089,3,1,147-3,"	0203612","	0071","	01","	08/11/2017","	01",10/11/2017,2,1,,,"	01","	01",7372
21,1117,"	02",40089,4,1,147-3,"	0203612","	0099","	01","	08/11/2017","	01",10/11/2017,2,1,,,"	01","	02",7372
21,1117,"	02",40089,1,1,147-3,"	0203612","	0038","	01",27/11/2017,"	01",29/11/2017,1,,,,"	01","	01",7372
21,1117,"	02",40089,5,1,147-3,"	0203612","	0127","	01",14/11/2017,"	01",15/11/2017,1,,,,"	01","	01",7372
21,1117,"	02",40089,2,1,147-3,"	0203612","	0022","	01",17/11/2017,"	01",20/11/2017,2,1,,,"	02","	01",7372
21,1117,"	02",40092,3,1,119-1,"	0203437","	0157","	01","	08/11/2017","	01",10/11/2017,3,1,,,"	02","	02",6589
21,1117,"	02",40092,4,1,119-1,"	0203437","	0210","	01","	08/11/2017","	01",10/11/2017,1,,,,"	01","	01",6589
21,1117,"	02",40092,5,1,119-1,"	0203437","	0247","	01","	08/11/2017","	01",10/11/2017,1,,,,"	01","	01",6589
21,1117,"	02",40092,1,1,119-1,"	0203437","	0009","	01","	08/11/2017","	01",10/11/2017,1,,,,"	01","	01",6589
21,1117,"	02",40092,2,1,119-1,"	0203437","	0078","	01","	08/11/2017","	01",10/11/2017,1,,,,"	01","	01",6589
21,1117,"	02",40097,1,1,745-3,"	0206871","	0027","	01","	07/11/2017","	01",10/11/2017,7,1,,,"	02","	02",5935
21,1117,"	02",40097,2,1,745-3,"	0206871","	0079","	01","	07/11/2017","	01",10/11/2017,2,1,,,"	01","	01",5935
21,1117,"	02",40097,3,1,745-3,"	0206871","	0120","	05","	04/12/2017","	05","	04/12/2017",,,,,,,
21,1117,"	02",40097,5,1,745-3,"	0206871","	0222","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",5935
21,1117,"	02",40097,4,1,745-3,"	0206871","	0169","	01","	07/11/2017","	01",10/11/2017,4,1,,,"	02","	02",5935
21,1117,"	02",40100,2,1,191-4,"	0203953","	0104","	01",20/11/2017,"	01",22/11/2017,5,1,,,"	01","	02",7861
21,1117,"	02",40100,1,1,191-4,"	0203953","	0081","	01",18/11/2017,"	01",20/11/2017,1,,,,"	01","	01",7861
21,1117,"	02",40100,3,1,191-4,"	0203953","	0050","	01",27/11/2017,"	01","	02/12/2017",6,1,,,"	03","	01",7861
21,1117,"	02",40100,5,1,191-4,"	0203953","	0001","	01",18/11/2017,"	01",22/11/2017,3,1,,,"	03","	01",7861
21,1117,"	02",40100,4,1,191-4,"	0203953","	0115","	01",20/11/2017,"	01",22/11/2017,2,1,,,"	01","	01",7861
21,1117,"	02",40123,1,1,719-0,"	0206739","	0038","	01",20/11/2017,"	01",22/11/2017,4,1,,,"	01","	02",6865
21,1117,"	02",40123,3,1,719-0,"	0206739","	0076","	05",20/11/2017,"	05","	04/12/2017",,,,,,,
21,1117,"	02",40123,5,1,719-0,"	0206739","	0020","	01",20/11/2017,"	01",22/11/2017,5,1,,,"	01","	01",6865
21,1117,"	02",40123,4,1,719-0,"	0206739","	0001","	01",20/11/2017,"	01",22/11/2017,3,1,,,"	01","	01",6865
21,1117,"	02",40123,2,1,719-0,"	0206739","	0053","	01",20/11/2017,"	01",22/11/2017,4,1,,,"	01","	01",6865
21,1117,"	02",40148,1,1,606-5,"	0207380","	0017","	01",22/11/2017,"	01",23/11/2017,3,1,,,"	01","	02",4974
21,1117,"	02",40148,2,1,606-5,"	0207380","	0045","	01",22/11/2017,"	01",23/11/2017,4,1,,,"	02","	01",4974
21,1117,"	02",40148,3,1,606-5,"	0207380","	0074","	01",22/11/2017,"	01",23/11/2017,5,1,,,"	02","	01",4974
21,1117,"	02",40148,5,1,606-5,"	0207380","	0127","	01",22/11/2017,"	01",23/11/2017,4,1,,,"	02","	01",4974
21,1117,"	02",40148,4,1,606-5,"	0207380","	0103","	01",22/11/2017,"	01",23/11/2017,7,1,,,"	04","	02",4974
21,1117,"	02",40221,4,1,285-7,"	0204195","	0164","	01",15/11/2017,"	01",20/11/2017,5,1,,,"	02","	01",3811
21,1117,"	02",40221,3,1,285-7,"	0204195","	0115","	01",10/11/2017,"	01",13/11/2017,2,1,,,"	01","	01",3811
21,1117,"	02",40221,5,1,285-7,"	0204195","	0212","	01",15/11/2017,"	01",20/11/2017,2,1,,,"	01","	02",3811
21,1117,"	02",40221,2,1,285-7,"	0204195","	0068","	01",10/11/2017,"	01",13/11/2017,4,1,,,"	02","	03",3811
21,1117,"	02",40221,1,1,285-7,"	0204195","	0025","	01",16/11/2017,"	01",22/11/2017,2,1,,,"	01","	02",3811
21,1117,"	02",40273,3,1,391-0,"	0205197","	0204","	01",23/11/2017,"	01",24/11/2017,6,1,,,"	02","	01",6463
21,1117,"	02",40273,2,1,391-0,"	0205197","	0116","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",6463
21,1117,"	02",40273,1,1,391-0,"	0205197","	0174","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	02","	01",6463
21,1117,"	02",40273,4,1,391-0,"	0205197","	0037","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	01","	02",6463
21,1117,"	02",40273,5,1,391-0,"	0205197","	0084","	01",29/11/2017,"	01",29/11/2017,3,1,,,"	01","	01",6463
21,1117,"	02",40275,2,1,541-9,"	0205909","	0021","	01",24/11/2017,"	01",25/11/2017,1,,,,"	01","	01",6875
21,1117,"	02",40275,5,1,541-9,"	0205909","	0071","	01",24/11/2017,"	01",25/11/2017,3,1,,,"	01","	02",6875
21,1117,"	02",40275,3,1,541-9,"	0205909","	0047","	01",24/11/2017,"	01",25/11/2017,4,1,,,"	01","	02",6875
21,1117,"	02",40275,1,1,541-9,"	0205909","	0053","	01",24/11/2017,"	01",25/11/2017,2,1,,,"	02","	01",6875
21,1117,"	02",40275,4,1,541-9,"	0205909","	0094","	05",24/11/2017,"	05","	05/12/2017",,,,,,,
21,1117,"	02",40293,1,1,382-1,"	0205073","	0018","	01",21/11/2017,"	01",22/11/2017,1,,,,"	01","	01",3923
21,1117,"	02",40293,2,1,382-1,"	0205073","	0049","	01",21/11/2017,"	01",22/11/2017,3,1,,,"	02","	02",3923
21,1117,"	02",40293,5,1,382-1,"	0205073","	0149","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
21,1117,"	02",40293,3,1,382-1,"	0205073","	0088","	01",21/11/2017,"	01",22/11/2017,5,1,,,"	02","	01",3923
21,1117,"	02",40293,4,1,382-1,"	0205073","	0119","	01",21/11/2017,"	01",29/11/2017,4,1,,,"	01","	02",3923
21,1117,"	02",40308,5,1,704-4,"	0206631","	0106","	01",22/11/2017,"	01",23/11/2017,6,1,,,"	02","	02",4337
21,1117,"	02",40308,2,1,704-4,"	0206631","	0130","	01",22/11/2017,"	01",23/11/2017,1,,,,"	01","	01",4337
21,1117,"	02",40308,3,1,704-4,"	0206631","	0019","	01",22/11/2017,"	01",23/11/2017,3,1,,,"	02","	01",4337
21,1117,"	02",40308,1,1,704-4,"	0206631","	0045","	01",22/11/2017,"	01",24/11/2017,6,1,,,"	04","	05",4337
21,1117,"	02",40308,4,1,704-4,"	0206631","	0138","	01",22/11/2017,"	01",23/11/2017,1,,,,"	01","	01",4337
21,1117,"	02",40356,5,1,140-1,"	0203519","	0074","	01",16/11/2017,"	01",17/11/2017,2,1,,,"	02","	01",6589
21,1117,"	02",40356,4,1,140-1,"	0203519","	0055","	01",14/11/2017,"	01",15/11/2017,1,,,,"	01","	01",6589
21,1117,"	02",40356,3,1,140-1,"	0203519","	0027","	01",13/11/2017,"	01",15/11/2017,1,,,,"	01","	01",6589
21,1117,"	02",40356,2,1,140-1,"	0203519","	0010","	01","	07/11/2017","	01",10/11/2017,4,1,,,"	02","	01",6589
21,1117,"	02",40356,1,1,140-1,"	0203519","	0104","	01","	07/11/2017","	01",10/11/2017,2,1,,,"	01","	01",6589
21,1117,"	02",40375,5,1,458-6,"	0205619","	0097","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
21,1117,"	02",40375,4,1,458-6,"	0205619","	0072","	01",20/11/2017,"	01",22/11/2017,3,1,,,"	02","	03",7174
21,1117,"	02",40375,3,1,458-6,"	0205619","	0052","	08",20/11/2017,"	08",22/11/2017,,,,,,,
21,1117,"	02",40375,2,1,458-6,"	0205619","	0034","	01",20/11/2017,"	01",22/11/2017,4,1,,,"	03","	03",7174
21,1117,"	02",40375,1,1,458-6,"	0205619","	0017","	01",20/11/2017,"	01","	05/12/2017",4,1,,,"	03","	03",7174
21,1117,"	02",40377,2,1,170-2,"	0203792","	0012","	01",14/11/2017,"	01",15/11/2017,2,1,,,"	01","	01",7500
21,1117,"	02",40377,5,1,170-2,"	0203792","	0119","	01",14/11/2017,"	01",17/11/2017,2,1,,,"	02","	01",7500
21,1117,"	02",40377,4,1,170-2,"	0203792","	0091","	01",15/11/2017,"	01",16/11/2017,2,1,,,"	01","	02",7500
21,1117,"	02",40377,3,1,170-2,"	0203792","	0065","	01",17/11/2017,"	01",20/11/2017,1,,,,"	01","	01",7500
21,1117,"	02",40377,1,1,170-2,"	0203792","	0025","	01",14/11/2017,"	01",15/11/2017,5,1,,,"	02","	02",7500
21,1117,"	02",40384,2,1,473-0,"	0205734","	0054","	01",11/11/2017,"	01",15/11/2017,4,1,,,"	02","	02",5276
21,1117,"	02",40384,4,1,473-0,"	0205734","	0120","	01",10/11/2017,"	01",15/11/2017,3,1,,,"	02","	01",5276
21,1117,"	02",40384,5,1,473-0,"	0205734","	0014","	01",11/11/2017,"	01",13/11/2017,4,1,,,"	01","	01",5276
21,1117,"	02",40384,1,1,473-0,"	0205734","	0104","	01",10/11/2017,"	01",13/11/2017,3,1,,,"	03","	01",5276
21,1117,"	02",40384,3,1,473-0,"	0205734","	0038","	01",11/11/2017,"	01",13/11/2017,1,,,,"	01","	01",5276
21,1117,"	02",40397,1,1,392-5,"	0205203","	0098","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	01","	02",5312
21,1117,"	02",40397,3,1,392-5,"	0205203","	0037","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",5312
21,1117,"	02",40397,5,1,392-5,"	0205203","	0079","	05","	04/12/2017","	05","	04/12/2017",,,,,,,
21,1117,"	02",40397,2,1,392-5,"	0205203","	0138","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",5312
21,1117,"	02",40397,4,1,392-5,"	0205203","	0055","	01",23/11/2017,"	01",24/11/2017,2,1,,,"	02","	02",5312
21,1117,"	02",40401,3,1,317-9,"	0204523","	0018","	01","	08/11/2017","	01",10/11/2017,2,1,,,"	02","	02",4803
21,1117,"	02",40401,5,1,317-9,"	0204523","	0062","	01","	09/11/2017","	01",10/11/2017,3,1,,,"	01","	01",4803
21,1117,"	02",40401,4,1,317-9,"	0204523","	0041","	01","	09/11/2017","	01",17/11/2017,2,1,,,"	01","	01",4803
21,1117,"	02",40401,2,1,317-9,"	0204523","	0106","	01","	09/11/2017","	01",15/11/2017,4,1,,,"	02","	01",4803
21,1117,"	02",40401,1,1,317-9,"	0204523","	0085","	01",13/11/2017,"	01",15/11/2017,1,,,,"	01","	01",4803
21,1117,"	02",40402,2,1,710-A,"	0206677","	0100","	01",24/11/2017,"	01",25/11/2017,4,1,,,"	01","	02",5930
21,1117,"	02",40402,5,1,710-A,"	0206677","	0055","	01",25/11/2017,"	01",29/11/2017,4,1,,,"	02","	02",5930
21,1117,"	02",40402,3,1,710-A,"	0206677","	0014","	01",25/11/2017,"	01",27/11/2017,3,1,,,"	02","	02",5930
21,1117,"	02",40402,1,1,710-A,"	0206677","	0077","	01",25/11/2017,"	01",27/11/2017,4,1,,,"	01","	01",5930
21,1117,"	02",40402,4,1,710-A,"	0206677","	0034","	01",28/11/2017,"	01",29/11/2017,4,1,,,"	02","	02",5930
21,1117,"	02",40408,2,1,"	059-8","	0203376","	0009","	01",30/11/2017,"	01","	02/12/2017",1,,,,"	01","	01",4925
21,1117,"	02",40408,5,1,"	059-8","	0203376","	0066","	01",13/11/2017,"	01",15/11/2017,5,1,,,"	01","	03",4925
21,1117,"	02",40408,4,1,"	059-8","	0203376","	0047","	01",13/11/2017,"	01",15/11/2017,2,1,,,"	01","	01",4925
21,1117,"	02",40408,1,1,"	059-8","	0203376","	0088","	01",13/11/2017,"	01",15/11/2017,1,,,,"	01","	01",4925
21,1117,"	02",40408,3,1,"	059-8","	0203376","	0028","	01",13/11/2017,"	01",17/11/2017,5,1,,,"	03","	03",4925
40,1117,"	03",40027,1,1,404-7,"	0300548","	0119","	01",13/11/2017,"	01",14/11/2017,4,1,,,"	01","	01",1036
40,1117,"	03",40027,2,1,404-7,"	0300548","	0148","	01",15/11/2017,"	01",22/11/2017,4,1,,,"	02","	01",1036
40,1117,"	03",40027,5,1,404-7,"	0300548","	0019","	01",13/11/2017,"	01",14/11/2017,4,1,,,"	03","	01",1036
40,1117,"	03",40027,4,1,404-7,"	0300548","	0070","	01",13/11/2017,"	01",14/11/2017,1,,,,"	01","	01",1036
40,1117,"	03",40027,3,1,404-7,"	0300548","	0083","	01",16/11/2017,"	01",17/11/2017,5,1,,,"	01","	01",1036
40,1117,"	03",40044,3,1,381-4,"	0300448","	0114","	01",27/11/2017,"	01",28/11/2017,2,2,2,1,"	01","	01",1003
40,1117,"	03",40044,4,1,381-4,"	0300448","	0034","	01",24/11/2017,"	01",27/11/2017,2,1,,,"	01","	01",1003
40,1117,"	03",40044,1,1,381-4,"	0300448","	0078","	01",22/11/2017,"	01",30/11/2017,2,1,,,"	02","	02",1003
40,1117,"	03",40044,5,1,381-4,"	0300448","	0007","	01",27/11/2017,"	01",28/11/2017,4,1,,,"	01","	02",1003
